bigram_lower,SUM,neg-mirror-R,neg-mirror-L
not_valid,2,2,0
really_synonymous,2,2,0
really_talented,2,2,0
really_tall,2,2,0
really_unmanageable,2,2,0
not_ordinary,2,1,1
really_inspirational,2,0,2
actually_chinese,2,2,0
not_eligible,2,2,0
not_effective,2,2,0
relatively_close,2,2,0
not_drunk,2,2,0
relatively_good,2,2,0
not_disappointed,2,2,0
not_difficult,2,2,0
not_desperate,2,2,0
not_cute,2,2,0
actually_close,2,2,0
relatively_simple,2,2,0
not_conducive,2,2,0
not_compulsory,2,2,0
not_complicated,2,2,0
not_cold,2,2,0
not_catholic,2,2,0
not_black,2,2,0
not_beneficial,2,2,0
actually_cold,2,2,0
not_attainable,2,2,0
not_ambitious,2,2,0
reliably_predictable,2,2,0
reliably_secret,2,2,0
not_admirable,2,2,0
religiously_inclined,2,1,1
regularly_available,2,2,0
not_fascinating,2,2,0
not_optimistic,2,2,0
reasonably_likely,2,2,0
not_more,2,2,0
not_messy,2,2,0
not_mandatory,2,2,0
really_vegan,2,2,0
not_lame,2,2,0
not_jewish,2,2,0
really_vulgar,2,2,0
not_instant,2,2,0
really_wacky,2,0,2
not_infectious,2,2,0
not_incredible,2,2,0
not_impressive,2,2,0
not_identical,2,2,0
not_human,2,2,0
really_wide,2,2,0
really_winnable,2,2,0
not_high,2,2,0
actually_bored,2,2,0
actually_boring,2,2,0
not_grateful,2,2,0
actually_cheap,2,2,0
not_full,2,2,0
not_fresh,2,2,0
reasonably_foreseeable,2,2,0
reasonably_incidental,2,2,0
really_sinister,2,0,2
really_single,2,2,0
now_awake,2,0,2
really_missing,2,1,1
really_monumental,2,1,1
often_good,2,2,0
really_motivated,2,2,0
often_fatal,2,2,0
wildly_optimistic,2,1,1
really_nasty,2,0,2
actively_hostile,2,1,1
officially_official,2,2,0
really_negotiable,2,2,0
really_noble,2,1,1
officially_dead,2,2,0
actively_involved,2,2,0
really_obsessive,2,2,0
really_off-putting,2,0,2
off_ill,2,2,0
off_easy,2,2,0
wildly_interesting,2,0,2
really_optimal,2,2,0
really_optimistic,2,2,0
really_organic,2,1,1
wildly_innovative,2,0,2
obviously_true,2,1,1
really_out,2,2,0
obviously_threatening,2,0,2
obviously_talented,2,2,0
really_modern,2,1,1
often_misunderstood,2,2,0
now_capable,2,2,0
really_minded,2,2,0
really_intuitive,2,1,1
really_invisible,2,1,1
only_biological,2,2,0
only_applicable,2,2,0
really_irrational,2,1,1
really_key,2,1,1
once_sick,2,2,0
really_large,2,2,0
really_liberal,2,2,0
really_light,2,1,1
really_live,2,2,0
really_logical,2,2,0
once_condescending,2,2,0
really_loose,2,2,0
really_loud,2,1,1
once_bored,2,2,0
on_social,2,2,0
on_low,2,2,0
really_magic,2,1,1
really_mainstream,2,2,0
really_malicious,2,1,1
really_mean,2,1,1
often_successful,2,2,0
really_meaty,2,1,1
really_menacing,2,0,2
really_outside,2,2,0
obviously_suspicious,2,0,2
obviously_supernatural,2,0,2
obviously_sinister,2,0,2
objectively_worse,2,1,1
objectively_terrible,2,1,1
really_regular,2,1,1
objectively_essential,2,0,2
actually_accountable,2,2,0
objectively_bad,2,1,1
nutritionally_valuable,2,1,1
nutritionally_complete,2,2,0
actually_accurate,2,2,0
now_wrong,2,1,1
actually_active,2,1,1
wildly_expensive,2,1,1
really_scandalous,2,0,2
now_stuck,2,2,0
now_redundant,2,2,0
now_profitable,2,2,0
really_self-conscious,2,2,0
now_other,2,0,2
really_sensational,2,0,2
actually_afraid,2,2,0
now_free,2,2,0
now_evident,2,2,0
now_concerned,2,2,0
now_complete,2,2,0
now_clear,2,2,0
really_quick,2,2,0
obviously_amiss,2,2,0
really_prosperous,2,2,0
really_poetic,2,0,2
really_overt,2,0,2
really_overweight,2,2,0
obviously_right,2,2,0
really_particular,2,0,2
obviously_relevant,2,0,2
obviously_racist,2,1,1
wildly_inappropriate,2,1,1
actively_sick,2,2,0
really_persuasive,2,2,0
obviously_muslim,2,1,1
obviously_loose,2,1,1
really_polite,2,1,1
obviously_crazy,2,1,1
really_political,2,2,0
obviously_inappropriate,2,0,2
obviously_impossible,2,0,2
obviously_important,2,2,0
obviously_identifiable,2,2,0
really_precious,2,2,0
really_precise,2,1,1
really_prepared,2,2,0
really_prevalent,2,2,0
really_pristine,2,2,0
obviously_different,2,0,2
absolutely_satisfied,2,2,0
overtly_magical,2,0,2
morally_comfortable,2,0,2
quite_accessible,2,2,0
patently_illegal,2,1,1
patently_absurd,2,1,1
quite_alike,2,2,0
particularly_worse,2,2,0
quite_american,2,2,0
particularly_witty,2,1,1
quite_anxious,2,2,0
particularly_wide,2,2,0
particularly_weighty,2,2,0
particularly_wacky,2,1,1
particularly_visionary,2,1,1
particularly_virulent,2,2,0
quite_awake,2,2,0
particularly_valid,2,2,0
quite_best,2,2,0
particularly_usable,2,1,1
quite_bold,2,2,0
quite_bored,2,2,0
quite_bright,2,2,0
particularly_unfamiliar,2,2,0
particularly_unfair,2,0,2
particularly_uncommon,2,1,1
particularly_uncomfortable,2,2,0
particularly_unbelievable,2,0,2
particularly_trustworthy,2,2,0
peculiarly_african,2,1,1
quintessentially_russian,2,2,0
particularly_transparent,2,2,0
perfectly_black,2,2,0
perfectly_sharp,2,2,0
perfectly_satisfying,2,2,0
purely_responsive,2,2,0
about_huge,2,2,0
perfectly_righteous,2,2,0
perfectly_reliable,2,2,0
perfectly_regular,2,2,0
perfectly_reflective,2,2,0
purely_social,2,2,0
perfectly_predictable,2,2,0
perfectly_perpendicular,2,2,0
perfectly_normal,2,2,0
perfectly_honest,2,1,1
perfectly_fluent,2,2,0
perfectly_fair,2,2,0
perfectly_efficient,2,2,0
perfectly_effective,2,2,0
perfectly_easy,2,2,0
qualitatively_new,2,0,2
about_loving,2,2,0
perfectly_civilized,2,2,0
perfectly_circular,2,2,0
perfectly_certain,2,2,0
perfectly_capable,2,0,2
perfectly_calm,2,2,0
particularly_trendy,2,2,0
particularly_traditional,2,2,0
particularly_promiscuous,2,2,0
particularly_shameful,2,1,1
quite_desperate,2,2,0
particularly_sensible,2,1,1
particularly_secretive,2,0,2
particularly_scientific,2,2,0
particularly_scared,2,2,0
particularly_satisfied,2,2,0
particularly_salacious,2,0,2
particularly_russian,2,0,2
quite_dissonant,2,2,0
particularly_risky,2,1,1
particularly_righteous,2,1,1
particularly_right-wing,2,2,0
particularly_ridiculous,2,0,2
particularly_rewarding,2,2,0
particularly_responsive,2,2,0
particularly_reprehensible,2,1,1
quite_edgy,2,2,0
yet_pregnant,2,2,0
yet_possible,2,2,0
absolutely_absent,2,2,0
particularly_recognizable,2,2,0
absolutely_accurate,2,2,0
quite_entertaining,2,0,2
particularly_racial,2,2,0
particularly_prudent,2,2,0
particularly_shallow,2,1,1
particularly_short,2,2,0
particularly_thorough,2,2,0
above_mediocre,2,2,0
particularly_technological,2,0,2
quite_cold,2,2,0
particularly_tall,2,2,0
about_serious,2,2,0
particularly_symbolic,2,0,2
quite_comforting,2,1,1
particularly_sustainable,2,0,2
particularly_sunny,2,2,0
particularly_suitable,2,2,0
quite_comprehensible,2,2,0
particularly_stressful,2,1,1
quite_conceivable,2,2,0
quite_conclusive,2,2,0
particularly_squeamish,2,2,0
quite_contemporary,2,2,0
particularly_speculative,2,2,0
yet_safe,2,2,0
particularly_spacious,2,2,0
particularly_southern,2,1,1
particularly_soulful,2,1,1
particularly_solitary,2,0,2
particularly_sociable,2,2,0
quite_dark,2,2,0
particularly_sinful,2,0,2
yet_ripe,2,2,0
perfectly_stable,2,2,0
perfectly_successful,2,2,0
perfectly_true,2,2,0
previously_willing,2,2,0
primarily_dependent,2,2,0
politically_stable,2,2,0
primarily_muslim,2,2,0
primarily_political,2,2,0
politically_significant,2,1,1
probably_accurate,2,1,1
probably_better,2,1,1
politically_precious,2,2,0
politically_plausible,2,2,0
politically_partisan,2,2,0
probably_most,2,2,0
politically_involved,2,2,0
probably_other,2,0,2
politically_influential,2,2,0
politically_inclined,2,2,0
politically_fashionable,2,2,0
politically_expedient,2,2,0
politically_embarrassing,2,1,1
professionally_qualified,2,2,0
politically_courageous,2,2,0
politically_convenient,2,2,0
politically_conservative,2,2,0
profoundly_disturbing,2,2,0
politically_achievable,2,2,0
profoundly_satisfying,2,0,2
politically_successful,2,2,0
politically_toxic,2,1,1
perfectly_uniform,2,2,0
previously_visible,2,2,0
precisely_wrong,2,2,0
precisely_true,2,2,0
precisely_right,2,2,0
precisely_new,2,2,0
pretty_amazing,2,2,0
pretty_basic,2,2,0
pretty_decent,2,2,0
practically_useless,2,2,0
pretty_easy,2,1,1
pretty_expensive,2,2,0
pretty_obvious,2,1,1
potentially_relevant,2,0,2
potentially_hazardous,2,2,0
previously_apparent,2,2,0
potentially_explosive,2,1,1
potentially_devastating,2,1,1
previously_clear,2,2,0
possibly_better,2,1,1
about_appealing,2,2,0
previously_present,2,2,0
previously_uninsured,2,2,0
poorly_skilled,2,2,0
politically_useful,2,1,1
politically_unpopular,2,1,1
politically_unified,2,2,0
profoundly_spiritual,2,1,1
profoundly_thoughtful,2,2,0
plainly_visible,2,2,0
properly_able,2,2,0
philosophically_coherent,2,2,0
publicly_popular,2,2,0
personally_worried,2,2,0
purely_abstract,2,2,0
purely_aesthetic,2,2,0
purely_american,2,2,0
personally_punitive,2,2,0
personally_present,2,2,0
personally_painful,2,2,0
purely_artistic,2,2,0
purely_autobiographical,2,2,0
personally_interested,2,2,0
purely_cerebral,2,2,0
purely_classical,2,2,0
purely_commercial,2,2,0
personally_aware,2,2,0
purely_formal,2,2,0
purely_functional,2,2,0
permanently_successful,2,2,0
yet_true,2,2,0
purely_intellectual,2,2,0
perhaps_surprising,2,2,0
purely_mental,2,1,1
purely_military,2,2,0
perfectly_wonderful,2,2,0
philosophically_edifying,2,2,0
publicly_detailed,2,2,0
physically_addictive,2,2,0
physically_intimidated,2,2,0
properly_alive,2,2,0
plain_old,2,1,1
yet_visible,2,2,0
physically_visible,2,2,0
physically_uncomfortable,2,2,0
physically_talented,2,2,0
properly_qualified,2,2,0
physically_safe,2,2,0
physically_perfect,2,2,0
provably_false,2,2,0
physically_involved,2,1,1
physically_impressive,2,1,1
physically_affectionate,2,2,0
psychologically_complex,2,1,1
physically_healthy,2,2,0
psychologically_healthy,2,2,0
physically_exceptional,2,1,1
physically_dominant,2,2,0
physically_demonstrative,2,2,0
physically_demanding,2,1,1
psychologically_whole,2,2,0
physically_comfortable,2,2,0
physically_amiss,2,1,1
physically_afraid,2,2,0
particularly_prone,2,2,0
particularly_progressive,2,0,2
real_fancy,2,1,1
particularly_crisp,2,1,1
particularly_creepy,2,1,1
particularly_crafty,2,2,0
quite_unbelievable,2,2,0
particularly_contrite,2,2,0
quite_unique,2,1,1
particularly_contentious,2,1,1
particularly_constructive,2,2,0
quite_unselfish,2,2,0
particularly_concrete,2,1,1
particularly_communist,2,0,2
particularly_commercial,2,2,0
particularly_commendable,2,2,0
particularly_comedic,2,2,0
particularly_colorful,2,2,0
particularly_classy,2,2,0
particularly_classic,2,1,1
quite_wealthy,2,2,0
particularly_certain,2,1,1
quite_worthy,2,2,0
particularly_catchy,2,0,2
particularly_breathtaking,2,0,2
particularly_boring,2,2,0
particularly_bold,2,1,1
racially_diverse,2,2,0
racially_divisive,2,0,2
particularly_criminal,2,0,2
quite_threatening,2,2,0
particularly_beholden,2,2,0
particularly_cumbersome,2,1,1
particularly_disturbing,2,0,2
particularly_distressed,2,2,0
particularly_distinguishing,2,0,2
particularly_distinguished,2,2,0
particularly_disruptive,2,2,0
particularly_disrespectful,2,1,1
quite_stupid,2,2,0
particularly_direct,2,0,2
absolutely_ideal,2,2,0
particularly_devout,2,1,1
particularly_detrimental,2,2,0
particularly_desirous,2,2,0
particularly_deserving,2,2,0
particularly_descriptive,2,1,1
particularly_depressing,2,0,2
quite_surprised,2,2,0
particularly_deliberate,2,2,0
quite_talented,2,2,0
quite_tall,2,2,0
particularly_deficient,2,1,1
quite_tangible,2,1,1
quite_tasty,2,2,0
particularly_daunting,2,1,1
particularly_daring,2,1,1
yet_effective,2,2,0
particularly_beloved,2,2,0
racially_inflammatory,2,0,2
quite_expansive,2,2,0
rather_sure,2,2,0
rationally_mandatory,2,2,0
overwhelmingly_joyful,2,2,0
overwhelmingly_funny,2,2,0
overwhelmingly_difficult,2,2,0
overtly_thrilling,2,0,2
overtly_threatening,2,1,1
overtly_theatrical,2,1,1
overtly_terrible,2,0,2
overtly_supportive,2,2,0
overtly_special,2,0,2
overtly_sinister,2,0,2
yet_awake,2,2,0
real_certain,2,2,0
real_clear,2,2,0
absolutely_sacred,2,1,1
real_common,2,2,0
real_conservative,2,2,0
overtly_provocative,2,2,0
overtly_preachy,2,2,0
real_deep,2,0,2
real_different,2,2,0
real_dirty,2,1,1
real_drastic,2,2,0
overtly_nasty,2,1,1
overtly_menacing,2,1,1
rationally_acceptable,2,1,1
overwhelmingly_special,2,0,2
racially_sensitive,2,2,0
overwhelmingly_surprising,2,1,1
absolutely_positive,2,2,0
particularly_articulate,2,2,0
particularly_arousing,2,2,0
particularly_arduous,2,1,1
particularly_appreciative,2,2,0
yet_cold,2,2,0
particularly_angry,2,2,0
particularly_amiss,2,0,2
particularly_amazed,2,2,0
particularly_alluring,2,1,1
particularly_aggravating,2,1,1
particularly_african,2,0,2
particularly_affordable,2,2,0
particularly_affectionate,2,2,0
particularly_adroit,2,2,0
particularly_adaptable,2,2,0
absolutely_ready,2,2,0
particularly_accountable,2,2,0
particularly_accessible,2,2,0
particularly_abusive,2,0,2
particularly_abrasive,2,2,0
particularly_abnormal,2,0,2
rather_certain,2,2,0
painfully_awful,2,2,0
rather_simple,2,2,0
particularly_dry,2,2,0
particularly_durable,2,2,0
absolutely_happy,2,2,0
quite_innocent,2,2,0
particularly_maternal,2,2,0
particularly_materialistic,2,2,0
particularly_malicious,2,0,2
quite_keen,2,2,0
particularly_major,2,0,2
quite_lasting,2,2,0
particularly_lucky,2,1,1
particularly_loyal,2,2,0
particularly_loud,2,1,1
particularly_local,2,0,2
particularly_life-threatening,2,2,0
quite_long,2,2,0
particularly_lengthy,2,2,0
quite_lovely,2,1,1
quite_mainstream,2,2,0
quite_memorable,2,1,1
absolutely_critical,2,2,0
absolutely_crucial,2,1,1
particularly_japanese,2,0,2
quite_naked,2,2,0
particularly_intricate,2,1,1
particularly_intimidating,2,1,1
particularly_intense,2,1,1
particularly_inspirational,2,1,1
particularly_ingenious,2,0,2
particularly_menacing,2,1,1
particularly_moral,2,2,0
particularly_edgy,2,0,2
particularly_natural,2,0,2
particularly_professional,2,1,1
quite_extraordinary,2,1,1
particularly_precise,2,2,0
absolutely_amazing,2,2,0
quite_final,2,2,0
particularly_poignant,2,0,2
particularly_physical,2,1,1
particularly_personal,2,1,1
quite_frank,2,2,0
absolutely_bad,2,2,0
particularly_passionate,2,2,0
particularly_partisan,2,2,0
quite_frustrating,2,2,0
particularly_overweight,2,2,0
absolutely_better,2,2,0
particularly_orderly,2,2,0
particularly_oppressive,2,2,0
quite_high,2,2,0
quite_honest,2,1,1
particularly_objective,2,1,1
yet_operational,2,2,0
particularly_nostalgic,2,1,1
particularly_nimble,2,2,0
yet_old,2,2,0
particularly_nervous,2,2,0
particularly_inexpensive,2,2,0
particularly_indicative,2,2,0
particularly_incredible,2,0,2
particularly_inconsistent,2,0,2
particularly_forgiving,2,2,0
quite_representative,2,2,0
quite_respectable,2,2,0
particularly_foolproof,2,2,0
particularly_flavorful,2,2,0
particularly_firm,2,2,0
particularly_favourable,2,2,0
particularly_fantastical,2,1,1
absolutely_flat,2,2,0
particularly_fanciful,2,1,1
absolutely_forbidden,2,2,0
particularly_exemplary,2,1,1
particularly_excruciating,2,2,0
particularly_exact,2,1,1
particularly_ethical,2,1,1
quite_serious,2,2,0
particularly_enthused,2,2,0
particularly_engrossing,2,2,0
quite_silent,2,2,0
quite_smooth,2,1,1
particularly_emotive,2,2,0
particularly_elaborate,2,0,2
quite_sovereign,2,2,0
yet_extinct,2,2,0
quite_specific,2,2,0
particularly_formal,2,1,1
particularly_formidable,2,1,1
particularly_fragile,2,2,0
absolutely_equal,2,2,0
quite_overcome,2,2,0
particularly_illuminating,2,1,1
quite_passionate,2,2,0
absolutely_effective,2,2,0
particularly_hot,2,1,1
quite_plausible,2,2,0
particularly_hopeful,2,1,1
quite_pleased,2,2,0
particularly_historic,2,0,2
particularly_hilarious,2,1,1
absolutely_empty,2,1,1
particularly_heinous,2,1,1
particularly_free,2,1,1
particularly_hateful,2,0,2
particularly_hardcore,2,2,0
particularly_grandiose,2,1,1
particularly_graceful,2,1,1
quite_public,2,2,0
absolutely_extraordinary,2,0,2
quite_reachable,2,2,0
particularly_girly,2,2,0
particularly_germane,2,2,0
particularly_gay,2,2,0
particularly_fundamental,2,0,2
religiously_neutral,2,2,0
normally_shy,2,1,1
non_permanent,2,2,0
wholly_able,2,2,0
more_lucky,2,2,0
more_low-tech,2,0,2
more_low-key,2,2,0
well_underway,2,2,0
again_accessible,2,2,0
so_aloof,2,2,0
more_long,2,2,0
again_available,2,2,0
so_ambiguous,2,1,1
so_amenable,2,2,0
more_liquid,2,1,1
more_lighthearted,2,2,0
so_amused,2,1,1
so_anemic,2,2,0
well_qualified,2,2,0
so_annoyed,2,2,0
so_anonymous,2,2,0
more_laid,2,1,1
so_apathetic,2,1,1
so_appalled,2,2,0
more_kid-friendly,2,2,0
more_juvenile,2,0,2
again_conceivable,2,2,0
well_other,2,0,2
again_cool,2,2,0
aesthetically_stunning,2,2,0
so_akin,2,1,1
more_jolly,2,1,1
aesthetically_appealing,2,1,1
more_mystifying,2,1,1
more_mute,2,1,1
more_multifaceted,2,2,0
more_more,2,0,2
more_missing,2,2,0
wholly_american,2,2,0
so_adept,2,2,0
more_mindless,2,1,1
so_admirable,2,1,1
more_militaristic,2,0,2
more_mighty,2,1,1
more_mexican,2,1,1
so_affectionate,2,2,0
more_meritorious,2,1,1
more_mercurial,2,1,1
more_merciless,2,2,0
adorably_lovely,2,2,0
more_mediocre,2,1,1
more_medieval,2,1,1
more_medical,2,0,2
so_agile,2,2,0
more_massive,2,0,2
so_agonizing,2,1,1
more_manageable,2,2,0
more_malleable,2,2,0
so_appetizing,2,1,1
so_applicable,2,1,1
more_heterogeneous,2,2,0
so_austere,2,2,0
more_implausible,2,2,0
more_impervious,2,1,1
more_impersonal,2,0,2
again_satisfied,2,2,0
again_separate,2,2,0
more_immutable,2,2,0
more_imaginary,2,0,2
more_imaginable,2,1,1
so_awe,2,1,1
more_illicit,2,0,2
more_illegitimate,2,2,0
so_awestruck,2,2,0
vocally_talented,2,2,0
more_hyperbolic,2,0,2
again_substantial,2,2,0
more_hydrated,2,2,0
more_huge,2,2,0
so_banal,2,0,2
so_barbaric,2,2,0
more_horrendous,2,0,2
more_horny,2,2,0
so_bare,2,2,0
so_bearish,2,2,0
more_homeless,2,2,0
more_hollow,2,2,0
so_authoritative,2,2,0
more_incompatible,2,2,0
well_off,2,2,0
more_incomprehensible,2,1,1
more_irritable,2,0,2
more_irreverent,2,2,0
again_enough,2,2,0
more_irate,2,2,0
so_arbitrary,2,1,1
more_invincible,2,1,1
again_free,2,2,0
more_invaluable,2,0,2
so_arcane,2,0,2
so_ardent,2,1,1
more_intentional,2,2,0
again_healthy,2,2,0
more_intelligible,2,2,0
more_integrated,2,2,0
so_arid,2,1,1
more_insubstantial,2,1,1
more_instantaneous,2,1,1
more_insincere,2,1,1
so_artificial,2,0,2
more_inhuman,2,1,1
more_infallible,2,2,0
more_industrial,2,2,0
so_attuned,2,2,0
more_incumbent,2,1,1
more_inconsequential,2,1,1
more_mythic,2,2,0
more_narcissistic,2,0,2
wholly_authoritarian,2,2,0
more_reflective,2,2,0
more_recognisable,2,2,0
wholly_federal,2,2,0
more_reactionary,2,1,1
more_quiet,2,2,0
more_quaint,2,2,0
more_punitive,2,2,0
wholly_fair,2,2,0
more_psyched,2,2,0
actually_silent,2,2,0
more_proprietary,2,2,0
actually_slow,2,2,0
more_prompt,2,1,1
more_prohibitive,2,1,1
more_profane,2,0,2
actually_special,2,2,0
slightly_dodgy,2,1,1
more_pro-life,2,1,1
more_primary,2,2,0
more_prickly,2,2,0
actually_standard,2,0,2
actually_static,2,2,0
more_pregnant,2,0,2
more_preferable,2,1,1
more_predictive,2,2,0
more_predatory,2,0,2
more_refined,2,1,1
actually_riveting,2,1,1
so_abysmal,2,2,0
actually_revolutionary,2,2,0
more_sensuous,2,0,2
more_senior,2,1,1
more_self-critical,2,1,1
more_seasonal,2,0,2
more_scrumptious,2,1,1
more_sci-fi,2,1,1
more_scenic,2,1,1
more_scarce,2,2,0
more_savvy,2,2,0
actually_private,2,2,0
more_sarcastic,2,2,0
more_sanguine,2,2,0
actually_profitable,2,2,0
actually_qualified,2,2,0
more_rough,2,2,0
actually_quiet,2,2,0
wholly_human,2,2,0
more_risk-free,2,1,1
actually_reliable,2,2,0
more_responsive,2,2,0
more_resourceful,2,2,0
more_resentful,2,2,0
more_repressive,2,0,2
more_replaceable,2,2,0
actually_retrograde,2,2,0
actually_subject,2,2,0
more_posh,2,1,1
wholly_destitute,2,1,1
more_polarized,2,2,0
actually_weird,2,2,0
more_optimal,2,1,1
more_opinionated,2,0,2
wholly_clean,2,2,0
actually_willing,2,1,1
more_omnipresent,2,2,0
more_old-fashioned,2,1,1
more_offbeat,2,1,1
actually_worse,2,2,0
more_obtrusive,2,2,0
more_observant,2,2,0
slightly_true,2,2,0
more_obligated,2,1,1
slightly_unusual,2,1,1
more_nuclear,2,2,0
slightly_upset,2,2,0
wholly_black,2,2,0
wholly_barren,2,2,0
more_nonsensical,2,2,0
more_nimble,2,1,1
more_nightmarish,2,1,1
more_neurotic,2,2,0
so_absent,2,1,1
more_negligible,2,2,0
more_needy,2,2,0
more_optional,2,2,0
more_orange,2,2,0
more_ornate,2,2,0
actually_unexpected,2,1,1
more_pointed,2,2,0
wholly_dependent,2,2,0
more_plush,2,1,1
actually_thrilling,2,2,0
actually_transparent,2,2,0
actually_ugly,2,2,0
wholly_dead,2,2,0
more_photogenic,2,1,1
more_phony,2,1,1
more_phenomenal,2,1,1
wholly_credible,2,2,0
wholly_correct,2,2,0
more_orthodox,2,0,2
more_perplexed,2,2,0
actually_upset,2,2,0
more_partial,2,2,0
more_parochial,2,1,1
slightly_reminiscent,2,0,2
more_painless,2,2,0
more_overweight,2,2,0
more_overpowering,2,1,1
more_overdone,2,2,0
wholly_coherent,2,2,0
more_outdated,2,1,1
more_high-profile,2,1,1
more_hellish,2,1,1
non_local,2,0,2
all_worried,2,2,0
very_uncommon,2,0,2
more_cerebral,2,1,1
very_truthful,2,2,0
more_cautious,2,2,0
almost_certain,2,2,0
more_cartoonish,2,1,1
more_callous,2,1,1
more_bummed,2,2,0
more_broken,2,2,0
so_considerable,2,1,1
more_bogus,2,2,0
more_blind,2,0,2
more_blasphemous,2,1,1
more_bipartisan,2,2,0
more_biblical,2,1,1
more_bewildered,2,2,0
more_bereft,2,2,0
more_balanced,2,2,0
so_convoluted,2,1,1
very_thrilled,2,2,0
so_cooperative,2,2,0
more_average,2,2,0
almost_taboo,2,2,0
so_corrosive,2,1,1
more_austere,2,2,0
all_young,2,2,0
so_condescending,2,2,0
more_atmospheric,2,1,1
so_concrete,2,1,1
all_rosy,2,2,0
more_coveted,2,2,0
very_vigorous,2,2,0
all_similar,2,2,0
more_cooler,2,1,1
all_simple,2,2,0
very_viable,2,2,0
more_conventional,2,2,0
very_vague,2,0,2
more_contented,2,2,0
so_comedic,2,2,0
all_sure,2,2,0
more_congruent,2,1,1
very_uplifting,2,1,1
more_conductive,2,1,1
more_comprehensible,2,1,1
all_true,2,2,0
so_commercial,2,1,1
very_unlikely,2,2,0
more_coarse,2,1,1
more_cluttered,2,1,1
more_cloying,2,0,2
more_cloudy,2,2,0
all_wet,2,1,1
more_civilised,2,1,1
more_atrocious,2,1,1
so_cosmic,2,1,1
