ADV,ADJ,p1_counts
b'downright',b'mysterious',2
b'frightfully',b'difficult',1
b'just',b'coaching',2
b'unusually',b'top-heavy',1
b'virtually',b'abstract',1
b'considerably',b'overweight',1
b'increasingly',b'heated',2
b'exactly',b'like',4
b'naturally',b'uncommon',2
b'very',b'atmospheric',1
b'probably',b'german',1
b'truly',b'public',3
b'almost',b'fanatical',2
b'mighty',b'uncomfortable',3
b'mainly',b'self-inflicted',2
b'especially',b'torturous',1
b'legally',b'ours',1
b'unfairly',b'tainted',4
b'racially',b'offensive',2
b'back',b'sundown',1
b'quite',b'messy',3
b'nearly',b'fractured',1
b'too',b'methodical',1
b'readily',b'marketable',2
b'extremely',b'well-regarded',4
b'currently',b'leaderless',1
b'overly',b'ripe',1
b'especially',b'friendly',7
b'truly',b'authentic',2
b'downright',b'attractive',1
b'horribly',b'degrading',1
b'terribly',b'negative',5
b'genuinely',b'helpful',1
b'always',b'jejune',1
b'deliciously',b'appellatory',1
b'strongly',b'medieval',3
b'so',b'deperate',1
b'just',b'successful',1
b'ludicrously',b'overripe',1
b'consequently',b'deceptive',1
b'authentically',b'sassy',1
b'somewhat',b'dry-voiced',1
b'sometimes',b'superior',1
b'incredibly',b'isolated',3
b'soulfully',b'satisfying',1
b'so',b'titanic',1
b'simply',b'peculiar',3
b'no',b'post-modernist',3
b'absolutely',b'precious',2
b'really',b'only',2
b'broadly',b'intrusive',2
b'currently',b'under-utilized',1
b'thoroughly',b'mexican',3
b'highly',b'instinctive',3
b'now',b'pandemic',3
b'so',b'epochal',3
b'violently',b'nauseated',3
b'also',b'hiv-positive',5
b'still',b'sunburned',3
b'totally',b'concerned',3
b'awfully',b'dispiriting',3
b'charmingly',b'self-deprecating',6
b'indeed',b'vulnerable',3
b'insufficiently',b'nimble',3
b'pretty',b'unbearable',1
b'indeed',b'sobering',1
b'all',b'7-6',2
b'hardly',b'mobile',2
b'even',b'rare',2
b'somewhat',b'un-49erlike',2
b'so',b'un-49erlike',2
b'keenly',b'intelligent',2
b'expectedly',b'brilliant',2
b'too',b'star-heavy',2
b'somewhat',b'pollyannaish',3
b'frankly',b'fat',3
b'goddam',b'sorry',1
b'way',b'long',1
b'certainly',b'awesome',2
b'intentionally',b'stingy',2
b'seriously',b'entertaining',5
b'as',b'chiseled',5
b'quite',b'articulate',7
b'intensely',b'loving',5
b'hardly',b'exemplary',4
b'truly',b'dismal',5
b'fiercely',b'optimistic',5
b'profoundly',b'realistic',5
b'largely',b'heart-bound',5
b'classically',b'american',7
b'frequently',b'silly',5
b'frequently',b'full',3
b'completly',b'objective',3
b'heavily',b'property-weighted',3
b'peculiarly',b'reliant',3
b'largely',b'titular',2
b'as',b'inhuman',3
b'already',b'blurred',3
b'scarcely',b'controversial',2
b'pretty',b'groovy',4
b'especially',b'inspired',4
b'kinda',b'wacky',1
b'uncannily',b'attuned',1
b'intentionally',b'unaware',1
b'often',b'classic',1
b'stained',b'white',1
b'now',b'4-25',1
b'all',b'sorry',1
b'suddenly',b'thick',1
b'grammatically',b'inadequate',1
b'quite',b'antiquated',1
b'now',b'5-8',1
b'overly',b'helpful',1
b'dead',b'cold',1
b'probably',b'obligatory',1
b'definitively',b'educational',1
b'already',b'astounding',1
b'unanimously',b'wrong',1
b'just',b'warm-ups',1
b'remarkably',b'unruffled',1
b'moderately',b'impaired',1
b'consistently',b'possible',1
b'fairly',b'reckless',1
b'conspicuously',b'vague',1
b'thus',b'easy',2
b'downright',b'stunning',1
b'equally',b'incomprehensible',2
b'shockingly',b'unsupervised',2
b'glaringly',b'inept',2
b'largely',b'discretionary',2
b'relatively',b'unheard',2
b'as',b'embattled',3
b'completely',b'unmoderated',3
b'clenched',b'tight',4
b'downright',b'affectionate',1
b'very',b'sassy',4
b'unconstitutionally',b'overcrowded',1
b'so',b'rote',1
b'mostly',b'hocus-pocus',2
b'barely',b'one-dimensional',1
b'also',b'rote',1
b'deeply',b'stirring',1
b'oddly',b'plaed',1
b'so',b'wan',1
b'frequently',b'large',1
b'politically',b'unique',1
b'quietly',b'scholarly',1
b'notoriously',b'speedy',1
b'stunningly',b'blunt',1
b'slightly',b'malformed',1
b'garishly',b'gift-wrapped',1
b'fundamentally',b'juvenile',1
b'officially',b'available',3
b'pretty',b'faithful',3
b'vaguely',b'enjoyable',5
b'totally',b'under-coffeed',2
b'totally',b'wired',2
b'mildly',b'comic',1
b'terrifyingly',b'ugly',1
b'suddenly',b'dispossessed',3
b'generally',b'correct',5
b'just',b'envious',9
b'still',b'irritated',12
b'positively',b'exuberant',1
b'decidedly',b'superior',1
b'increasingly',b'obsolete',11
b'still',b'glaring',10
b'mostly',b'optional',4
b'routinely',b'friendly',1
b'extremely',b'french',1
b'somehow',b'worthy',1
b'well',b'vulnerable',1
b'usually',b'contentious',1
b'now',b'substandard',2
b'as',b'action-packed',1
b'thoroughly',b'unprepared',1
b'no',b'forgiving',1
b'curiously',b'intact',1
b'later',b'tortured',2
b'rarely',b'cruel',1
b'largely',b'tiptoeing',2
b'so',b'genannt',1
b'just',b'burned',1
b'incredibly',b'adaptable',1
b'profoundly',b'ironic',1
b'hardly',b'ruinous',1
b'much',b'afraid',1
b'as',b'homely',1
b'impressively',b'aggressive',1
b'remarkably',b'cheerful',2
b'unbearably',b'gritty',1
b'desperately',b'ashamed',1
b'really',b'punitive',2
b'wonderfully',b'unpretentious',1
b'definitely',b'homemade',1
b'rightfully',b'upset',2
b'simply',b'sleazy',1
b'stubbornly',b'impenetrable',1
b'out',b'power-lunching',1
b'immediately',b'acclaimed',3
b'outright',b'foolish',1
b'so',b'maniacal',3
b'very',b'anti-serial',1
b'profoundly',b'disorienting',1
b'still',b'crusading',1
b'unusually',b'pleasant',1
b'as',b'grudging',1
b'then',b'eligible',2
b'hardly',b'infallible',3
b'also',b'undetermined',3
b'charmingly',b'amateurish',2
b'occasionally',b'whimsical',2
b'clearly',b'differentiated',1
b'pretty',b'miffed',4
b'too',b'regular',5
b'obviously',b'low-margin',4
b'clearly',b'profitable',4
b'alternately',b'annoying',2
b'very',b'girly',6
b'certainly',b'confused',2
b'practically',b'nesting',6
b'indeed',b'controversial',2
b'rather',b'goofy',1
b'slightly',b'evocative',1
b'terrifically',b'dry',1
b'exceedingly',b'common',1
b'mightily',b'important',2
b'painfully',b'image-conscious',1
b'irresponsibly',b'reluctant',2
b'already',b'on-going',1
b'too',b'telling',2
b'almost',b'expected',1
b'only',b'22-26',1
b'especially',b'american',6
b'as',b'unspectacular',1
b'conspicuously',b'gracious',2
b'all',b'rambunctious',1
b'only',b'patchy',2
b'almost',b'mechanical',1
b'incredibly',b'mobile',1
b'generally',b'loose',1
b'noteably',b'absent',2
b'completely',b'illusory',1
b'personally',b'prickly',1
b'mostly',b'tacky',1
b'all',b'incremental',1
b'relatively',b'accessible',3
b'too',b'scrawny',1
b'mostly',b'miles',1
b'as',b'musicianly',1
b'mostly',b'unbroken',1
b'once',b'disruptive',1
b'necessarily',b'harmless',1
b'necessarily',b'effective',1
b'understandably',b'unable',1
b'ethically',b'possible',1
b'continually',b'striking',1
b'thickly',b'chromatic',1
b'positively',b'dizzying',1
b'eminently',b'available',1
b'unpleasantly',b'bitter',1
b'practically',b'colorless',1
b'obviously',b'sexy',1
b'as',b'ungrammatical',1
b'slightly',b'ludicrous',1
b'plain',b'parochial',1
b'competitively',b'unfair',2
b'so',b'amazing\\/it',1
b'unabashedly',b'imitative',1
b'instantly',b'cute',1
b'so',b'cheeky',1
b'very',b'purple',2
b'sufficiently',b'adaptive',1
b'very',b'nonpartisan',1
b'as',b'obsequious',1
b'technically',b'dead',4
b'stunningly',b'desolate',1
b'rather',b'helpful',1
b'ever',b'sexual',1
b'truly',b'indispensable',1
b'totally',b'expendable',1
b'already',b'adept',2
b'actually',b'monumental',2
b'reasonably',b'patchy',3
b'only',b'6-9',1
b'real',b'outspoken',1
b'generally',b'mum',1
b'chronically',b'low',2
b'relatively',b'grumpy',1
b'also',b'unconcerned',2
b'downright',b'hysterical',2
b'increasingly',b'apt',1
b'regularly',b'spectacular',1
b'extremely',b'modern',1
b'quietly',b'powerful',1
b'unanimously',b'hostile',2
b'completely',b'churlish',1
b'also',b'exquisite',1
b'truly',b'smitten',2
b'indeed',b'aristocratic',1
b'specifically',b'derivative',1
b'as',b'insouciant',1
b'all',b'identifiable',1
b'as',b'rumpled',1
b'atrociously',b'bad',2
b'also',b'cold',1
b'enormously',b'abundant',1
b'disproportionately',b'under-represented',2
b'really',b'bouyant',1
b'very',b'high-handed',1
b'profoundly',b'sincere',1
b'rather',b'appalling',1
b'so',b'soigne',1
b'so',b'l.a.',2
b'emerald',b'green',1
b'surprisingly',b'scant',1
b'barged',b'downstream',1
b'particularly',b'plentiful',8
b'pharmacologically',b'identical',2
b'very',b'salutary',2
b'exactly',b'secret',1
b'decidedly',b'unconventional',3
b'entirely',b'enthusiastic',3
b'almost',b'ebullient',1
b'uncommonly',b'small',1
b'sometime',b'difficult',1
b'just',b'16-16',1
b'too',b'purple',1
b'really',b'engrossed',1
b'hardly',b'interrupted',1
b'passionately',b'faithful',2
b'usually',b'uncomfortable',7
b'exclusively',b'local',1
b'occasionally',b'hackneyed',1
b'quite',b'spirited',1
b'that',b'familiar',2
b'presently',b'12th',1
b'out',b'drunk',2
b'usually',b'staid',2
b'definitely',b'african-american',2
b'absolutely',b'unclear',1
b'only',b'22-22',1
b'too',b'capable',2
b'generally',b'further',2
b'that',b'disappointed',2
b'often',b'contrived',5
b'often',b'fanciful',5
b'also',b'glamorous',1
b'fairly',b'well-received',1
b'exactly',b'classical',1
b'currently',b'busy',3
b'truly',b'awesome',5
b'seldom',b'violent',1
b'noticeably',b'thin',2
b'theoretically',b'strong',1
b'so',b'attainable',1
b'all',b'shade-grown',1
b'partly',b'kurdish',1
b'just',b'toothless',1
b'bone-stock',b'original',2
b'equally',b'unapologetic',2
b'admittedly',b'full',2
b'equally',b'beneficial',3
b'basically',b'unaware',3
b'entirely',b'pleasant',1
b'increasingly',b'inflammatory',1
b'soon',b'inseparable',1
b'obviously',b'empathetic',1
b'equally',b'boastful',1
b'largely',b'false',1
b'so',b'tax-driven',1
b'also',b'counter-cyclical',1
b'hauntingly',b'appropriate',2
b'deceptively',b'light',1
b'rather',b'alive',1
b'too',b'high-profile',3
b'newly',b'public',1
b'chronically',b'lazy',1
b'mutually',b'enthused',1
b'all',b'store-bought',1
b'cec',b'diplo-speak',1
b'so',b'irritable',4
b'almost',b'uninterrupted',1
b'completely',b'sexist',1
b'simultaneously',b'frustrating',1
b'absolutely',b'criminal',4
b'especially',b'unrealistic',2
b'so',b'veryfine',1
b'particularly',b'celebratory',1
b'so',b'weasely',1
b'almost',b'trouble-free',1
b'fairly',b'non-sagging',1
b'equally',b'irreplaceable',1
b'fundamentally',b'cautious',1
b'generally',b'tolerant',4
b'merely',b'relieved',4
b'appropriately',b'gleeful',1
b'rarely',b'showy',1
b'as',b'numbered',1
b'even',b'less-threatening',1
b'all',b'suppan',1
b'as',b'judicious',2
b'sometimes',b'uncommunicative',1
b'long',b'dormant',1
b'profoundly',b'soothing',4
b'campo',b'ready',1
b'really',b'durable',1
b'now',b'ceremonial',1
b'horribly',b'late',1
b'thus',b'inconsistent',1
b'hypothetically',b'possible',2
b'intellectually',b'competent',1
b'also',b'bemused',1
b'especially',b'unwise',1
b'prop.',b'8-related',1
b'reportedly',b'angry',4
b'unusually',b'familiar',1
b'really',b'cutting-edge',2
b'horrifyingly',b'violent',1
b'comparatively',b'young',1
b'strikingly',b'narrow',1
b'still',b'commendable',1
b'doubly',b'gratifying',1
b'inherently',b'ridiculous',2
b'constantly',b'good',3
b'deeply',b'engaging',1
b'especially',b'overdone',5
b'hard-core',b'conservative',2
b'also',b'preliminary',3
b'often',b'keen',1
b'explicitly',b'homoerotic',1
b'definitely',b'melody-based',1
b'really',b'vigorous',1
b'incredibly',b'impressionable',1
b'hopelessly',b'lackluster',1
b'morally',b'understandable',1
b'just',b'pre-dog',1
b'reasonably',b'endearing',1
b'particularly',b'sensual',1
b'amazingly',b'sympathetic',2
b'mostly',b'undeveloped',1
b'unusually',b'oppositional',1
b'equally',b'blameworthy',1
b'only',b'detectable',3
b'actually',b'applicable',7
b'strictly',b'shakespearean',4
b'now',b'super',2
b'disturbingly',b'clintonesque',2
b'unnecessarily',b'prolonged',2
b'absolutely',b'overburdened',2
b'extremely',b'fernando-like',1
b'apparently',b'tortured',6
b'indeed',b'cunanan',1
b'already',b'slow',3
b'sometimes',b'crowded',1
b'as',b'historical',1
b'extremely',b'academic',2
b'intensely',b'eager',2
b'largely',b'unpunished',1
b'nearly',b'crisp',2
b'actually',b'safe',6
b'all',b'collaborative',1
b'still',b'smokin',2
b'highly',b'provocative',1
b'no',b'asean',2
b'apparently',b'grateful',2
b'strongly',b'anti-family',1
b'blissfully',b'married',1
b'currently',b'off-limits',2
b'extraordinarily',b'favorable',9
b'particularly',b'heartening',1
b'nonetheless',b'deliberate',1
b'magnificently',b'stylized',1
b'decisively',b'subordinate',2
b'still',b'female',2
b'seriously',b'apprehensive',3
b'real',b'hush-hush',1
b'disconcertingly',b'beautiful',2
b'almost',b'revolutionary',5
b'certifiably',b'human',2
b'rather',b'sorry',1
b'thematically',b'complimentary',1
b'almost',b'catty',1
b'similarly',b'exciting',1
b'still',b'persistent',1
b'completely',b'tiled',1
b'inevitably',b'degraded',1
b'oddly',b'medieval',1
b'nevertheless',b'doubtful',1
b'utterly',b'fanciful',2
b'even',b'celebrated',3
b'almost',b'heartbreaking',2
b'notoriously',b'elephantine',2
b'merely',b'simple',2
b'already',b'web-surfing',2
b'virtually',b'flicker-free',2
b'generally',b'fruitful',2
b'definitely',b'exaggerated',1
b'oddly',b'prudish',4
b'surely',b'debatable',4
b'properly',b'agog',2
b'as',b'inked',1
b'highly',b'needed',1
b'likely',b'jewish',2
b'no',b'isolationist',2
b'still',b'equivalent',1
b'slightly',b'irrelevant',1
b'so',b'misused',1
b'often',b'captive',1
b'always',b'reborn',1
b'best',b'rid',2
b'absolutely',b'miraculous',1
b'as',b'argentine',2
b'really',b'ground-breaking',2
b'clearly',b'furious',2
b'cardboard',b'flat',1
b'incredibly',b'shrill',1
b'musically',b'omnivorous',1
b'essentially',b'corporate',2
b'seldom',b'well-bet',1
b'badly',b'incomplete',3
b'magnificently',b'beautiful',1
b'heavily',b'wagnerian',1
b'smartly',b'satiric',1
b'one-third',b'adult',1
b'rather',b'sunny',3
b'as',b'haphazard',3
b'ludicrously',b'cliched',1
b'usually',b'shallow',1
b'easily',b'irritated',7
b'hearteningly',b'easy',1
b'ritually',b'venerated',1
b'temperamentally',b'intimate',1
b'geographically',b'far-flung',2
b'purely',b'sculptural',1
b'already',b'married',2
b'clearly',b'favorable',2
b'woefully',b'ineffective',5
b'exponentially',b'exciting',1
b'still',b'partisan',1
b'unabashedly',b'left-wing',1
b'suddenly',b'infested',1
b'so',b'well-conditioned',1
b'indeed',b'unfair',1
b'barely',b'damp',1
b'obviously',b'astonished',1
b'completely',b'damaging',1
b'equally',b'addictive',3
b'presumably',b'instantaneous',2
b'truly',b'valuable',2
b'properly',b'dangerous',2
b'even',b'accurate',2
b'now',b'3-27',1
b'only',b'5-28',1
b'legally',b'occupied',1
b'conspicuously',b'bare',1
b'originally',b'custom-blended',1
b'also',b'co-designer',1
b'exceedingly',b'awkward',1
b'impeccably',b'honest',1
b'surprisingly',b'anticlimactic',1
b'also',b'separated',1
b'first-generation',b'vietnamese-american',1
b'only',b'17th',2
b'aptly',b'forlorn',1
b'only',b'payable',1
b'truly',b'dominating',1
b'particularly',b'parched',2
b'pretty',b'pliable',1
b'really',b'cranky',1
b'exceptionally',b'conservative',4
b'merely',b'defiant',1
b'largely',b'unionized',3
b'basically',b'apostate',1
b'merrily',b'eclectic',1
b'too',b'hick',1
b'very',b'visceral',1
b'almost',b'clinical',1
b'probably',b'presumptuous',2
b'so',b'socialized',1
b'pretty',b'cookbook',1
b'uncomfortably',b'hot',2
b'incredibly',b'tiresome',1
b'back',b'big',1
b'almost',b'bedtime',1
b'all',b'addressable',1
b'purely',b'convenience',3
b'eminently',b'achievable',1
b'severely',b'over-banked',2
b'absolutely',b'non-threatening',2
b'indeed',b'abused',2
b'comparably',b'ill',2
b'increasingly',b'complicated',2
b'relatively',b'sinewy',2
b'usually',b'excited',1
b'still',b'exploratory',1
b'right',b'hamstring',1
b'quite',b'cheery',2
b'82-150',b'all-time',1
b'quintessentially',b'albany',1
b'pitifully',b'human',1
b'properly',b'grotesque',1
b'originally',b'close',1
b'collectively',b'4-for-10',1
b'also',b'privy',2
b'frightfully',b'ordinary',1
b'unusually',b'dull',1
b'seahawks',b'defensive',1
b'simply',b'invaluable',1
b'also',b'fumbled',1
b'so',b'nationalistic',1
b'largely',b'unconvinced',1
b'clearly',b'unfinished',2
b'pretty',b'family-friendly',1
b'adult',b'oriented',1
b'intentionally',b'coy',1
b'strictly',b'self-service',1
b'too',b'activist',1
b'similarly',b'overcrowded',1
b'always',b'fragile',1
b'also',b'canny',3
b'now',b'bosnia-hate-review',1
b'almost',b'blasphemy',5
b'simply',b'uncooperative',1
b'about',b'useless',1
b'very',b'lincoln-like',1
b'hilariously',b'reminiscent',1
b'physically',b'upset',1
b'too',b'hardline',1
b'singularly',b'guilty',1
b'nearly',b'bad',1
b'obviously',b'bent',1
b'specifically',b'heat-related',1
b'forever',b'fascinating',1
b'rather',b'surreal',1
b'usually',b'fast-growing',1
b'very',b'roman',1
b'obviously',b'foolhardy',1
b'positively',b'curleyesque',1
b'positively',b'gut-funny',2
b'distinctly',b'japanese',1
b'very',b'post-modern',1
b'certainly',b'strange',1
b'mechanically',b'correct',1
b'very',b'harmonious',1
b'emotionally',b'condensed',1
b'highly',b'conditional',2
b'directly',b'imputable',5
b'presently',b'unable',1
b'also',b'over-valued',1
b'now',b'1-for-14',1
b'just',b'12-16',1
b'strictly',b'pigpen',1
b'quite',b'artificial',1
b'reasonably',b'productive',1
b'reasonably',b'cool',1
b'also',b'gaunt',3
b'academically',b'unprepared',1
b'notoriously',b'absent-minded',1
b'musically',b'complex',6
b'terrifically',b'secure',1
b'completely',b'awful',1
b'all',b'unfamiliar',1
b'extra',b'secure',1
b'even',b'coaching',1
b'now',b'disenchanted',1
b'actually',b'truthful',1
b'sufficiently',b'recharged',2
b'wonderfully',b'appealing',1
b'temporarily',b'garbled',3
